CustomerID,OrderCount,TotalRevenue,TotalItems,AvgOrderValue,Segment
12589.0,2,646.68,306,323.34,Medium-Value
12590.0,2,9864.26,4283,4932.13,High-Value
12591.0,1,452.84999999999997,228,452.84999999999997,Medium-Value
12592.0,2,437.6,290,218.8,Medium-Value
12593.0,3,418.09999999999997,206,139.36666666666665,Medium-Value
12594.0,10,3338.2200000000003,1777,333.822,High-Value
12596.0,2,618.27,474,309.135,Medium-Value
12597.0,4,3811.22,2236,952.805,High-Value
12598.0,8,3023.08,1964,377.885,High-Value
12599.0,7,1032.58,956,147.51142857142855,Medium-Value
12600.0,10,2599.04,774,259.904,High-Value
12601.0,5,577.0600000000001,245,115.412,Medium-Value
12602.0,1,153.12,162,153.12,Low-Value
12603.0,1,739.1999999999999,63,739.1999999999999,Medium-Value
12604.0,2,254.18,201,127.09,Low-Value
12607.0,1,1579.51,1228,1579.51,Medium-Value
12609.0,3,1126.85,648,375.6166666666666,Medium-Value
12610.0,5,2099.54,1049,419.908,High-Value
12611.0,1,1193.32,846,1193.32,Medium-Value
12612.0,1,704.0400000000001,262,704.0400000000001,Medium-Value
12613.0,5,3344.38,1644,668.876,High-Value
12614.0,1,315.6,76,315.6,Medium-Value
12615.0,4,2291.19,1376,572.7975,High-Value
12616.0,2,713.3,284,356.65,Medium-Value
12617.0,1,355.53,213,355.53,Medium-Value
12618.0,1,177.31,96,177.31,Low-Value
12619.0,9,3641.24,3378,404.5822222222222,High-Value
12620.0,3,1339.41,1181,446.47,Medium-Value
12621.0,20,13689.67,7440,684.4835,High-Value
12622.0,1,180.1,69,180.1,Low-Value
12623.0,1,305.1,191,305.1,Low-Value
12624.0,2,641.13,355,320.565,Medium-Value
12625.0,2,2683.82,1612,1341.91,High-Value
12626.0,9,6620.48,3453,735.6088888888888,High-Value
12627.0,7,4478.53,2752,639.79,High-Value
12628.0,3,786.46,448,262.15333333333336,Medium-Value
12630.0,2,1270.88,548,635.44,Medium-Value
12631.0,1,640.5,236,640.5,Medium-Value
12633.0,4,2163.98,1162,540.995,High-Value
12635.0,2,1689.18,1172,844.59,High-Value
12637.0,8,6021.9,3002,752.7375,High-Value
12638.0,1,671.69,577,671.69,Medium-Value
12639.0,1,486.1,201,486.1,Medium-Value
12640.0,3,1174.58,311,391.52666666666664,Medium-Value
12641.0,1,185.9,72,185.9,Low-Value
12642.0,3,1013.26,552,337.75333333333333,Medium-Value
12643.0,6,3344.64,1808,557.4399999999999,High-Value
12644.0,1,477.91,325,477.91,Medium-Value
12645.0,4,1775.18,1084,443.795,High-Value
12646.0,2,1346.97,897,673.485,Medium-Value
12647.0,12,3722.82,1431,310.235,High-Value
12648.0,1,318.05,160,318.05,Medium-Value
12649.0,3,623.51,586,207.83666666666667,Medium-Value
12650.0,1,314.44,254,314.44,Medium-Value
12651.0,1,114.0,78,114.0,Low-Value
12652.0,1,919.98,505,919.98,Medium-Value
12653.0,2,2209.85,919,1104.925,High-Value
12654.0,5,601.98,264,120.396,Medium-Value
12656.0,5,4051.17,1723,810.234,High-Value
12657.0,4,1643.18,1044,410.795,Medium-Value
12658.0,1,686.05,320,686.05,Medium-Value
12659.0,1,91.68,105,91.68,Low-Value
12660.0,1,245.1,127,245.1,Low-Value
12662.0,11,3849.78,2058,349.98,High-Value
12664.0,9,4881.88,1203,542.4311111111111,High-Value
12665.0,1,63.0,37,63.0,Low-Value
12667.0,1,620.13,395,620.13,Medium-Value
12668.0,4,3807.15,1634,951.7875,High-Value
12669.0,3,2744.0299999999997,1115,914.6766666666666,High-Value
12670.0,5,2996.05,1397,599.21,High-Value
12672.0,1,225.89999999999998,78,225.89999999999998,Low-Value
12673.0,2,610.52,351,305.26,Medium-Value
12674.0,4,1970.6,1133,492.65,High-Value
12676.0,6,1331.39,670,221.89833333333334,Medium-Value
12678.0,12,17628.46,10923,1469.0383333333332,High-Value
12679.0,4,1113.02,554,278.255,Medium-Value
12680.0,4,862.81,443,215.7025,Medium-Value
12681.0,22,13787.54,7536,626.7063636363637,High-Value
12682.0,31,12288.22,5575,396.3941935483871,High-Value
12683.0,15,8476.57,4987,565.1046666666666,High-Value
12684.0,7,2283.63,1985,326.23285714285714,High-Value
12685.0,6,2863.08,1523,477.18,High-Value
12686.0,1,89.14,107,89.14,Low-Value
12688.0,1,4873.8099999999995,3028,4873.8099999999995,High-Value
12689.0,2,1247.61,628,623.805,Medium-Value
12690.0,1,389.01,106,389.01,Medium-Value
12691.0,6,1035.8,394,172.63333333333333,Medium-Value
12693.0,4,855.91,255,213.9775,Medium-Value
12694.0,2,869.67,509,434.835,Medium-Value
12695.0,4,582.1,220,145.525,Medium-Value
12697.0,3,957.59,508,319.19666666666666,Medium-Value
12700.0,4,4939.99,2967,1234.9975,High-Value
12701.0,2,797.71,678,398.855,Medium-Value
12702.0,1,219.0,53,219.0,Low-Value
12703.0,1,283.55,164,283.55,Low-Value
12704.0,8,2340.84,1006,292.605,High-Value
12705.0,9,6868.29,3997,763.1433333333333,High-Value
12707.0,1,603.42,256,603.42,Medium-Value
12708.0,10,2712.91,1307,271.291,High-Value
12709.0,15,9736.52,3936,649.1013333333334,High-Value
12710.0,3,1149.02,851,383.00666666666666,Medium-Value
12712.0,13,4396.13,1062,338.1638461538462,High-Value
12713.0,1,848.55,508,848.55,Medium-Value
12714.0,5,4708.86,3069,941.7719999999999,High-Value
12715.0,1,353.86,197,353.86,Medium-Value
12716.0,2,1053.49,708,526.745,Medium-Value
12717.0,2,1030.98,506,515.49,Medium-Value
12718.0,1,238.25,203,238.25,Low-Value
12719.0,2,644.95,374,322.475,Medium-Value
12720.0,25,5781.73,4672,231.26919999999998,High-Value
12721.0,6,2656.13,1959,442.68833333333333,High-Value
12722.0,4,997.63,566,249.4075,Medium-Value
12723.0,5,725.07,434,145.014,Medium-Value
12724.0,4,1031.41,445,257.8525,Medium-Value
12725.0,1,427.8,164,427.8,Medium-Value
12726.0,7,2609.1,3143,372.7285714285714,High-Value
12727.0,7,3980.7,2098,568.6714285714286,High-Value
12728.0,4,836.33,419,209.0825,Medium-Value
12729.0,1,453.01,233,453.01,Medium-Value
12731.0,12,18895.91,8437,1574.6591666666666,High-Value
12732.0,1,236.26000000000002,111,236.26000000000002,Low-Value
12733.0,1,383.95,137,383.95,Medium-Value
12734.0,1,110.39999999999999,88,110.39999999999999,Low-Value
12735.0,2,779.5699999999999,368,389.78499999999997,Medium-Value
12736.0,1,234.0,173,234.0,Low-Value
12738.0,1,155.35,148,155.35,Low-Value
12739.0,2,1013.04,486,506.52,Medium-Value
12740.0,1,427.6,342,427.6,Medium-Value
12743.0,2,546.43,319,273.215,Medium-Value
12744.0,7,21279.29,5241,3039.8985714285714,High-Value
12747.0,11,4196.01,1275,381.4554545454546,High-Value
12748.0,209,33719.73,25747,161.3384210526316,High-Value
12749.0,5,4090.88,1471,818.176,High-Value
12750.0,1,275.88,137,275.88,Low-Value
12752.0,1,4366.78,2262,4366.78,High-Value
12753.0,6,21429.39,11421,3571.565,High-Value
12754.0,3,3010.74,6481,1003.5799999999999,High-Value
12755.0,2,3811.95,1491,1905.975,High-Value
12756.0,1,112.07999999999998,144,112.07999999999998,Low-Value
12757.0,13,7857.1,2402,604.3923076923077,High-Value
12758.0,2,2791.59,2135,1395.795,High-Value
12759.0,3,1531.44,902,510.48,Medium-Value
12762.0,2,1898.52,1227,949.26,High-Value
12763.0,2,494.08,316,247.04,Medium-Value
12764.0,1,1693.88,386,1693.88,High-Value
12766.0,7,6989.63,3646,998.5185714285715,High-Value
12769.0,1,1143.6,356,1143.6,Medium-Value
12770.0,1,1351.45,743,1351.45,Medium-Value
12772.0,1,892.47,556,892.47,Medium-Value
12775.0,5,1386.04,877,277.20799999999997,Medium-Value
12778.0,6,822.23,825,137.03833333333333,Medium-Value
12779.0,8,3981.36,2024,497.67,High-Value
12781.0,2,826.74,671,413.37,Medium-Value
12782.0,5,2330.92,1086,466.184,High-Value
12783.0,6,2225.91,624,370.98499999999996,High-Value
12784.0,2,574.42,300,287.21,Medium-Value
12785.0,1,311.95,131,311.95,Medium-Value
12787.0,3,463.66,261,154.55333333333334,Medium-Value
12789.0,1,91.85,4,91.85,Low-Value
12790.0,1,324.92,166,324.92,Medium-Value
12791.0,1,192.60000000000002,97,192.60000000000002,Low-Value
12792.0,1,400.53999999999996,217,400.53999999999996,Medium-Value
12793.0,2,545.48,295,272.74,Medium-Value
12794.0,2,860.41,592,430.205,Medium-Value
12795.0,1,430.48,68,430.48,Medium-Value
12797.0,1,254.03,118,254.03,Low-Value
12798.0,3,6977.04,5256,2325.68,High-Value
12802.0,1,427.58,314,427.58,Medium-Value
12808.0,3,483.65000000000003,188,161.21666666666667,Medium-Value
12809.0,1,489.31,220,489.31,Medium-Value
12811.0,3,514.85,230,171.61666666666667,Medium-Value
12812.0,1,229.64000000000001,164,229.64000000000001,Low-Value
12814.0,1,125.92,49,125.92,Low-Value
12815.0,2,1063.46,379,531.73,Medium-Value
12816.0,2,572.2,128,286.1,Medium-Value
12817.0,1,166.04,53,166.04,Low-Value
12818.0,1,1542.08,929,1542.08,Medium-Value
12820.0,4,942.34,722,235.585,Medium-Value
12821.0,1,92.72,70,92.72,Low-Value
12822.0,2,948.88,550,474.44,Medium-Value
12823.0,5,1759.5,230,351.9,High-Value
12824.0,1,397.12,232,397.12,Medium-Value
12826.0,7,1474.72,1058,210.67428571428573,Medium-Value
12827.0,3,430.15000000000003,197,143.38333333333335,Medium-Value
12828.0,6,1018.71,494,169.785,Medium-Value
12829.0,2,293.0,376,146.5,Low-Value
12830.0,6,6814.64,9848,1135.7733333333333,High-Value
12831.0,1,215.05,135,215.05,Low-Value
12832.0,2,383.03,195,191.515,Medium-Value
12833.0,1,417.38,156,417.38,Medium-Value
12834.0,1,312.38,110,312.38,Medium-Value
12836.0,4,2612.86,1064,653.215,High-Value
12837.0,1,134.1,24,134.1,Low-Value
12838.0,2,683.13,359,341.565,Medium-Value
12839.0,14,5591.42,3807,399.38714285714286,High-Value
12840.0,4,2726.77,1511,681.6925,High-Value
12841.0,25,4022.35,2757,160.894,High-Value
12842.0,2,1118.99,547,559.495,Medium-Value
12843.0,8,1702.26,781,212.7825,High-Value
12844.0,2,325.96000000000004,125,162.98000000000002,Medium-Value
12845.0,4,354.09,204,88.5225,Medium-Value
12847.0,1,871.54,909,871.54,Medium-Value
12849.0,2,1050.8899999999999,623,525.4449999999999,Medium-Value
12851.0,1,135.18,109,135.18,Low-Value
12852.0,1,311.55,149,311.55,Medium-Value
12853.0,6,1957.1000000000001,800,326.18333333333334,High-Value
12854.0,3,1324.5,627,441.5,Medium-Value
12855.0,1,38.1,30,38.1,Low-Value
12856.0,6,2179.93,1079,363.32166666666666,High-Value
12857.0,2,1106.4,343,553.2,Medium-Value
12863.0,1,521.2,188,521.2,Medium-Value
12864.0,1,147.12,216,147.12,Low-Value
12865.0,2,1568.23,925,784.115,Medium-Value
12866.0,1,559.12,171,559.12,Medium-Value
12867.0,7,4036.82,4298,576.6885714285714,High-Value
12868.0,6,1607.0600000000002,928,267.84333333333336,Medium-Value
12871.0,2,380.64,200,190.32,Medium-Value
12872.0,2,599.97,319,299.985,Medium-Value
12873.0,1,374.0,128,374.0,Medium-Value
12875.0,2,343.2300000000001,2019,171.61500000000004,Medium-Value
12876.0,2,2218.02,1941,1109.01,High-Value
12877.0,12,1535.77,1178,127.98083333333334,Medium-Value
12878.0,2,854.99,547,427.495,Medium-Value
12879.0,3,573.22,370,191.07333333333335,Medium-Value
12881.0,1,298.0,21,298.0,Low-Value
12882.0,2,1463.04,246,731.52,Medium-Value
12883.0,4,703.47,196,175.8675,Medium-Value
12884.0,1,309.05,43,309.05,Medium-Value
12885.0,3,1175.22,655,391.74,Medium-Value
12886.0,2,1378.4,770,689.2,Medium-Value
12888.0,2,354.12,76,177.06,Medium-Value
12890.0,1,380.46999999999997,259,380.46999999999997,Medium-Value
12891.0,3,331.0,950,110.33333333333333,Medium-Value
12893.0,1,188.14,96,188.14,Low-Value
12895.0,2,372.8,210,186.4,Medium-Value
12897.0,2,216.5,110,108.25,Low-Value
12901.0,28,17654.54,23075,630.5192857142857,High-Value
12902.0,1,138.68,66,138.68,Low-Value
12904.0,2,509.58,302,254.79,Medium-Value
12906.0,5,2919.81,1749,583.962,High-Value
12908.0,2,750.0,1200,375.0,Medium-Value
12909.0,5,2178.67,1280,435.73400000000004,High-Value
12910.0,8,3075.04,1692,384.38,High-Value
12912.0,5,1662.3,670,332.46,High-Value
12913.0,5,2483.63,1419,496.726,High-Value
12915.0,2,363.65,93,181.825,Medium-Value
12916.0,4,3006.15,1119,751.5375,High-Value
12917.0,1,594.0,120,594.0,Medium-Value
12919.0,6,1335.19,673,222.53166666666667,Medium-Value
12920.0,1,164.23,129,164.23,Low-Value
12921.0,37,16587.09,9526,448.29972972972973,High-Value
12922.0,1,405.38,370,405.38,Medium-Value
12923.0,1,176.97,69,176.97,Low-Value
12924.0,4,933.7,481,233.425,Medium-Value
12925.0,2,694.05,541,347.025,Medium-Value
12928.0,5,2062.7000000000003,1472,412.5400000000001,High-Value
12929.0,1,117.85,37,117.85,Low-Value
12930.0,2,415.8,252,207.9,Medium-Value
12931.0,15,42055.96,28004,2803.730666666667,High-Value
12933.0,3,607.53,499,202.51,Medium-Value
12935.0,7,2160.7,1853,308.6714285714285,High-Value
12936.0,4,1063.9,559,265.975,Medium-Value
12937.0,4,1504.27,1007,376.0675,Medium-Value
12938.0,1,114.14,140,114.14,Low-Value
12939.0,8,11581.8,4876,1447.725,High-Value
12940.0,2,913.54,411,456.77,Medium-Value
12942.0,3,683.9,203,227.96666666666667,Medium-Value
12944.0,2,604.51,289,302.255,Medium-Value
12945.0,1,462.95,165,462.95,Medium-Value
12947.0,6,1603.99,1165,267.33166666666665,Medium-Value
12948.0,7,2064.95,1080,294.99285714285713,High-Value
12949.0,8,4167.22,2381,520.9025,High-Value
12950.0,3,1843.0,1380,614.3333333333334,High-Value
12951.0,6,1064.07,503,177.345,Medium-Value
12952.0,4,1387.79,653,346.9475,Medium-Value
12953.0,1,329.85,84,329.85,Medium-Value
12955.0,11,4757.16,3664,432.4690909090909,High-Value
12956.0,1,108.07,34,108.07,Low-Value
12957.0,8,4017.54,2549,502.1925,High-Value
12962.0,2,266.39,129,133.195,Low-Value
12963.0,8,1856.63,881,232.07875,High-Value
12965.0,1,771.91,283,771.91,Medium-Value
12966.0,1,160.18,75,160.18,Low-Value
12967.0,2,1660.9,438,830.45,Medium-Value
12968.0,1,135.95,73,135.95,Low-Value
12970.0,4,452.24,310,113.06,Medium-Value
12971.0,86,11189.91,9289,130.11523255813952,High-Value
12974.0,1,144.8,24,144.8,Low-Value
12976.0,1,738.6,561,738.6,Medium-Value
12977.0,1,39.239999999999995,12,39.239999999999995,Low-Value
12980.0,9,7374.900000000001,886,819.4333333333334,High-Value
12981.0,2,372.21999999999997,242,186.10999999999999,Medium-Value
12982.0,1,390.54,288,390.54,Medium-Value
12984.0,1,97.5,26,97.5,Low-Value
12985.0,2,1239.38,1533,619.69,Medium-Value
12987.0,2,558.7,219,279.35,Medium-Value
12988.0,1,535.32,136,535.32,Medium-Value
12989.0,15,6924.110000000001,2943,461.6073333333334,High-Value
12990.0,3,409.5,200,136.5,Medium-Value
12991.0,2,503.76,405,251.88,Medium-Value
12993.0,4,414.76,240,103.69,Medium-Value
12994.0,3,974.4200000000001,459,324.8066666666667,Medium-Value
12995.0,1,211.32,108,211.32,Low-Value
12997.0,4,1226.89,664,306.7225,Medium-Value
12999.0,3,455.88,342,151.96,Medium-Value
13000.0,3,534.85,379,178.28333333333333,Medium-Value
13001.0,13,9818.82,5505,755.2938461538462,High-Value
13002.0,1,120.94999999999999,73,120.94999999999999,Low-Value
13003.0,3,149.05,103,49.68333333333334,Low-Value
13004.0,18,5655.91,4822,314.21722222222223,High-Value
13005.0,2,513.7,172,256.85,Medium-Value
13006.0,1,81.57,55,81.57,Low-Value
13008.0,1,229.46999999999997,175,229.46999999999997,Low-Value
13011.0,1,50.550000000000004,13,50.550000000000004,Low-Value
13012.0,8,1661.8400000000001,824,207.73000000000002,High-Value
13013.0,13,4810.9400000000005,2224,370.07230769230773,High-Value
13014.0,10,3466.2799999999997,905,346.628,High-Value
13015.0,5,3346.28,1617,669.2560000000001,High-Value
13016.0,3,789.89,527,263.2966666666667,Medium-Value
13017.0,1,204.0,48,204.0,Low-Value
13018.0,28,7277.7,5435,259.91785714285714,High-Value
13021.0,9,2616.38,1352,290.7088888888889,High-Value
13023.0,2,689.9,286,344.95,Medium-Value
13026.0,5,975.36,1620,195.072,Medium-Value
13027.0,6,6912.0,17280,1152.0,High-Value
13028.0,2,661.3199999999999,798,330.65999999999997,Medium-Value
13029.0,3,1247.5,134,415.8333333333333,Medium-Value
13030.0,2,799.48,394,399.74,Medium-Value
13032.0,2,1010.18,375,505.09,Medium-Value
13033.0,1,190.55,83,190.55,Low-Value
13034.0,2,642.77,369,321.385,Medium-Value
13035.0,2,921.88,644,460.94,Medium-Value
13037.0,3,881.07,431,293.69,Medium-Value
13038.0,3,908.46,360,302.82,Medium-Value
13040.0,2,676.99,355,338.495,Medium-Value
13043.0,1,516.42,254,516.42,Medium-Value
13044.0,1,560.47,429,560.47,Medium-Value
13045.0,1,305.28000000000003,221,305.28000000000003,Low-Value
13046.0,2,629.31,264,314.655,Medium-Value
13047.0,10,3237.54,1391,323.754,High-Value
13048.0,4,1835.91,1238,458.9775,High-Value
13049.0,2,656.6800000000001,268,328.34000000000003,Medium-Value
13050.0,17,5836.86,3748,343.3447058823529,High-Value
